Vehicle_ID,Distance_Traveled,Battery_Capacity,Processing_Capability,Available_Storage,Number_of_Other_Tasks,Network_Latency,Number_of_Transactions,Block_Size
#02429,6.504929795,4723.016903,2.564193602,330.1844386,18,191.6664157,155.6805678,3.634128648
#02430,810.4804723,4413.714036,1.56091946,644.2462404,15,30.02705403,1384.071785,9.789761289
#02431,950.53555,2998.868931,1.645505769,327.9841274,2,108.0899248,2854.069049,2.483955446
#02432,36.07226346,2870.960622,2.257313127,919.4324722,0,109.1124425,4441.689804,3.642743159
#02433,933.9125151,4267.40902,1.347150555,302.3184367,7,172.2001455,2287.947714,1.790385168
#02434,774.0800376,4316.786888,2.817822197,539.784307,17,104.5449148,2052.728484,7.929554967
#02435,359.5027172,2018.255886,2.44940754,949.3688294,11,188.9946413,1555.536433,9.361029302
#02436,908.9676747,4553.58099,1.115783312,917.3100412,11,113.2852015,3442.028389,8.518727705
#02437,296.961014,3341.056868,2.501763027,658.8428843,11,58.22347782,637.4387084,1.158629549
#02438,409.8860169,2290.246209,2.045601705,259.4526519,11,22.96099197,1796.257723,6.770725347
#02439,97.61455093,3862.140424,2.878271464,514.6761624,11,42.69692291,215.592935,1.182042511
#02440,657.2820229,2962.3555,2.00885559,497.307187,11,24.85447151,3511.388973,5.222673202
#02441,30.57122791,4787.256014,2.152193602,485.8338697,12,84.56165776,2871.743998,9.078069641
#02442,485.4203699,4411.386813,2.678511267,544.9922579,13,131.1399969,1810.178299,4.348547306
#02443,683.5086584,2503.835511,2.839256216,134.5071117,15,110.4728406,1636.942627,5.975314242
#02444,821.4163633,4320.764306,2.78278005,761.7830391,0,157.7488441,3896.4893,8.751378929
#02445,150.7914482,2759.786025,2.128936785,391.3573101,2,161.7737986,4775.046357,4.23214916
#02446,754.3362759,2862.810388,2.25327476,610.5755152,19,177.2931184,2451.298585,7.922144922
#02447,719.3579465,4951.490579,1.002609126,278.1767893,12,19.76211386,154.7774932,9.409109632
#02448,560.0109636,2344.834269,2.143787948,818.259625,9,36.50342502,2107.761417,7.008106848
#02449,585.0599532,4233.821954,1.370616807,753.3232182,8,145.362844,856.2250374,8.021197874
#02450,92.17945014,4235.054044,2.162768566,166.9650073,11,183.5216667,4350.763883,6.214400884
#02451,600.8705722,2628.229068,2.978034713,385.5526971,0,37.20950775,878.2541757,8.564196701
#02452,382.1406849,4646.993935,1.691648678,871.8862998,7,46.14417883,3246.391429,3.456503231
#02453,867.7132705,2267.3131,2.455361967,579.7523017,4,146.7441119,4852.637849,2.675475006
#02454,313.7857829,4150.589054,1.962655282,291.8901648,17,76.98764089,1421.267102,2.830452758
#02455,577.0184823,2001.022587,2.371105501,816.4958896,2,77.13921817,4215.10644,7.336843017
#02456,427.1448283,4132.646003,2.67659929,617.612068,9,189.3857295,794.3589847,5.25917084
#02457,876.3856763,3855.65138,2.431299117,468.1990768,15,79.08205087,2843.334254,8.496723108
#02458,254.6627503,3136.783042,1.563994352,676.4589071,13,22.43462938,944.5000394,8.801231917
#02459,79.72355795,3950.189672,2.707754703,519.2887162,16,10.66940061,2494.292895,8.206997952
#02460,748.9070653,3999.186718,2.957288166,234.544439,9,105.3427922,1378.580125,8.271214047
#02461,413.4837203,3836.702385,2.822243447,256.8957301,11,176.2773092,3564.150528,8.895504381
#02462,589.5092608,2604.691491,2.193585738,698.1088305,19,104.3623044,4463.230616,8.319596659
#02463,27.36294238,2923.67408,2.766873143,268.2691586,2,17.66038746,4740.417093,4.861156174
#02464,952.1576816,4623.430916,1.315512006,821.9014316,2,172.3693992,2949.089527,8.536113241
#02465,877.740759,4506.549158,1.392937207,139.9719787,0,192.9530808,3625.90069,7.745900251
#02466,624.2440327,3009.511284,1.514514995,259.8928168,16,83.34945973,2296.115097,5.136452893
#02467,18.01281227,4965.355903,2.543369936,572.3103434,8,89.50042158,1350.789784,7.138376199
#02468,378.5984975,4840.734379,1.481996463,515.792359,18,90.11360893,1146.659413,6.141967496
#02469,978.8177412,4136.754272,2.440665196,698.3725808,16,85.85171021,4126.560937,4.4134557
#02470,681.6490284,2617.747416,2.67379742,353.1472587,9,25.5624106,4016.015199,6.742026997
#02471,161.8268735,2694.254447,1.403666952,268.798451,18,32.44509214,4637.429848,5.196771652
#02472,461.1361519,3431.331628,2.098556335,451.9039538,8,127.6976405,1897.511194,5.493080426
#02473,966.7710061,2224.514971,2.675938639,140.4774821,4,73.1281693,3967.995705,3.870203106
#02474,535.1734662,4694.215153,1.150828498,598.7569315,12,84.16097762,1110.141866,5.197399511
#02475,25.5899135,3224.671078,2.187325054,723.2760004,14,28.02709138,2245.829018,8.817003293
#02476,620.1523122,3071.122594,1.388440085,894.002997,10,116.4967706,1858.969765,7.261749478
#02477,271.9453144,3360.032908,2.776155759,683.6844562,13,181.3448367,2863.870274,3.618723976
#02478,99.74710593,4768.780304,2.756795133,555.6393201,15,14.53826162,1300.517309,5.829458123
#02479,403.5055363,4732.871431,2.211421345,579.5445231,6,108.6791328,4476.274688,5.56508306
#02480,558.9645743,2769.432139,1.724873242,919.578994,9,91.42453775,3857.839876,1.771085463
#02481,18.02367733,3647.209148,2.557284008,811.625383,19,95.80141163,2423.474792,1.806073516
#02482,559.4877618,3298.005025,1.560037164,905.4449752,2,72.4537135,1652.733411,2.886868683
#02483,511.6919437,2137.755261,2.63454404,441.6308697,5,143.1274861,3158.607331,6.821850326
#02484,794.1144747,3573.727144,1.40081066,528.2157173,19,42.98104325,1283.523079,5.623537571
#02485,424.126267,4302.66548,1.255846852,845.1312479,12,14.76644126,3560.948248,5.819815122
#02486,553.8969792,4318.496313,2.376181136,1016.716936,4,128.5463295,2665.413175,7.894066519
#02487,742.2672948,4201.858537,2.433026018,404.9272446,5,151.9796267,2966.161668,8.928824141
#02488,897.2487259,2610.234036,1.594002878,156.1926358,12,104.188568,1718.525939,9.932441494
#02489,380.6545414,2219.625378,1.474059235,489.1698277,19,43.905553,3867.105684,1.947773001
#02490,602.0318623,2507.143622,2.854817727,386.3432029,1,173.3705506,180.4851362,7.42000093
#02491,694.9162925,2029.744814,1.10890417,653.3051468,18,11.53775617,2976.373709,9.581744328
#02492,44.22740577,4267.359377,2.183309731,894.0600157,6,132.2183586,754.8455366,8.986746618
#02493,800.959748,2613.698571,2.606000041,870.1960788,17,71.06626133,2670.181801,4.866620055
#02494,378.052755,3306.318307,2.914591746,256.2585152,11,53.43606425,2367.086586,7.392340833
#02495,670.5687025,2277.833908,2.484629006,895.5553543,5,89.54878139,4125.298195,6.171626742
#02496,472.1924021,3615.122056,2.619192847,536.6253833,17,177.6659244,1822.275488,2.045066637
#02497,702.6368035,3225.326905,2.853776301,374.4070828,0,154.1209129,1930.086124,3.085126508
#02498,724.6066483,2819.393711,1.888345108,980.169681,8,97.92662018,3409.91636,3.007972798
#02499,192.3794425,4850.080346,1.133414496,503.0663167,7,148.5283003,3415.257587,6.029467561
#02500,662.5120601,2931.250396,1.492931398,834.919605,11,96.81195214,2489.106274,5.75525951
#02501,851.4721144,4009.0173,2.990910811,283.8476555,13,147.6102601,2702.115557,8.040671025
#02502,236.3316333,4891.333153,1.375582119,669.1839415,19,20.90880308,3163.024261,5.619918866
#02503,758.4252864,4093.959328,1.487074325,735.1560925,4,15.07742048,3543.605497,4.550247182
#02504,634.191288,4062.161581,1.807168652,494.0209523,16,11.64034968,541.2369695,2.125489487
#02505,955.1709084,4350.168438,2.747189088,819.6348848,2,199.8452861,2365.578057,4.393477314
#02506,260.9863307,3949.812998,2.588448955,803.3902958,8,66.45533125,1502.490288,5.332672014
#02507,155.1234999,3227.465242,2.183102121,615.61319,2,199.501532,1295.074718,8.678187349
#02508,312.8088943,2701.96878,2.001753326,173.422272,0,185.1800489,552.3527155,4.443656348
#02509,258.7008194,4870.024904,2.376032929,683.4226514,12,75.16077234,4105.099316,5.978791425
#02510,757.0759277,3937.192486,1.341612422,370.6487034,13,58.83334205,4692.391672,3.608527034
#02511,733.3761945,2020.918896,2.174051849,300.6371032,7,193.3699343,1665.100766,3.2580058
#02512,670.015216,3127.962717,2.001012945,815.4625296,18,90.23207885,3449.252603,2.664002359
#02513,217.1627353,2123.576296,2.154504601,611.3389042,14,160.7608163,4186.744743,6.700266659
#02514,861.9450006,4571.815706,2.611355635,1001.673186,14,125.1567797,265.209547,9.388583499
#02515,956.6149843,2662.29024,2.301341082,305.297953,11,14.67206745,3349.786743,9.229427124
#02516,532.0742123,3617.321448,2.831351353,505.495005,8,30.08779453,1447.59425,2.265957604
#02517,649.7233579,2601.885756,2.203394912,979.2992538,8,135.8186378,1638.386096,9.758529752
#02518,501.1914069,3915.128922,1.522141738,287.1705432,9,135.9173282,852.1759633,9.172833901
#02519,284.2741574,3955.646824,1.790854,284.277113,16,77.936324,1383.850382,7.796676081
#02520,286.8614564,4294.303538,1.729555814,280.575541,0,140.985871,1853.01173,2.996904112
#02521,314.1071022,3577.399648,2.395486298,892.3451663,1,187.6158126,597.0041177,3.319701749
#02522,191.6591542,4497.658841,2.329584605,355.3520892,9,142.51466,487.0725331,6.403421037
#02523,902.021709,4285.756662,1.548031124,389.2873862,14,92.23982994,2851.349023,2.609268802
#02524,858.5397359,3550.276142,2.854302142,894.1423624,1,41.10566231,1984.709677,5.889723939
#02525,462.177722,4557.097656,1.093018758,367.6210122,10,191.1954306,3014.597882,9.991372815
#02526,367.8841611,2368.132387,2.746841357,606.2181841,9,197.2169151,4572.542964,4.801812916
#02527,939.1392782,2420.73959,1.812659607,602.4797474,16,12.57109501,772.1188702,6.751751804
#02528,223.1510958,4969.646675,2.904457121,511.6983576,10,171.7056715,452.6221825,9.192550956
#02529,553.9884175,2392.36237,2.774180953,369.1286703,0,13.22623852,2930.510746,5.218438579
#02530,55.44365739,3892.052948,2.179189433,450.8882737,4,159.677123,525.5084609,6.870086327
#02531,192.0109948,3917.0372,1.207046872,735.9604052,9,21.65000128,931.4115949,6.883576752
#02532,604.4229064,3161.232668,2.440254363,282.6726021,4,164.2601817,1989.441806,9.963465412
#02533,662.5214692,3306.955423,2.432408679,384.1696158,9,156.0638504,165.9571161,4.672818437
#02534,581.4148229,3551.055158,2.273615999,912.8269881,14,138.4669285,2755.890581,6.445897804
#02535,869.7318146,3430.157171,1.520253967,513.2794816,9,35.14959045,253.3753555,9.985010463
#02536,993.4118156,3891.280256,2.325573315,865.2316394,18,21.70258852,766.9576684,4.028468479
#02537,764.0979803,2190.566745,1.372014168,905.6118818,13,70.59989781,1714.400556,4.779684966
#02538,465.6266924,2688.670913,2.469218338,941.952173,9,178.4560798,875.1121465,3.040307671
#02539,834.1007348,3700.620081,2.171864946,215.4256561,18,196.478571,1477.14878,2.925555602
#02540,121.2670068,3687.87417,1.008466205,510.8479416,14,144.4825247,2498.076989,4.49051224
#02541,683.5874257,2724.641923,2.091839109,889.6577271,2,174.7689524,4553.558529,4.368861135
#02542,518.8194497,2278.896807,1.560752205,694.019546,10,193.2960086,4547.963241,7.247036662
#02543,178.8878204,2628.654466,2.09602522,919.5500486,12,158.2848444,3852.995262,5.030880975
#02544,972.9606837,3588.948575,2.239304307,794.695947,19,60.05156321,2647.875897,8.587571434
#02545,339.0989824,3146.340731,2.269528305,355.4672001,9,163.7763998,163.5705131,9.360849097
#02546,615.8079826,2887.447978,1.129586566,542.1342768,4,15.65564536,2599.288123,2.047701845
#02547,878.7156433,2145.295074,1.45976363,952.7797879,12,196.2831401,1916.044828,2.740421008
#02548,507.1821551,2157.908148,2.593594506,785.5145615,6,157.1293937,477.6667964,5.97916507
#02549,116.0227123,4438.017076,1.167816614,868.9163202,2,113.9003029,768.881734,7.492908365
#02550,818.9203453,3649.384948,2.691917498,288.6153942,4,90.38836612,179.202412,7.783623932
#02551,353.8605533,4800.1824,2.465329079,273.6987666,16,107.6925597,1073.169393,4.421557947
#02552,983.083802,2737.136789,1.138327131,795.8177102,15,183.3108255,2310.545561,5.001459295
#02553,883.941621,2416.51514,1.964091046,1018.984652,16,193.4009405,4815.194113,1.494985296
#02554,853.595884,2090.16505,1.410712797,557.4420347,16,24.47443721,3605.807348,7.1735935
#02555,356.8969244,3780.490333,1.315764161,496.2927589,8,114.2619431,1954.302583,5.164133545
#02556,757.372648,3780.633357,1.994151372,754.5716308,13,28.85942009,377.6789715,6.224487212
#02557,986.3427339,2645.637121,1.497438941,880.4038545,1,80.28503741,630.1677723,8.211847936
#02558,526.7952903,3225.812148,2.878789496,718.7568973,15,85.87151542,1421.130204,6.054070222
#02559,471.2614228,2359.19979,1.67509945,691.2867112,4,178.2336833,4964.276488,7.474830009
#02560,15.65115515,2442.405283,1.252272003,411.8900968,2,114.4439749,4895.173015,2.482720893
#02561,700.503565,3893.436506,1.535341349,948.9045101,19,29.10435818,2511.025348,3.277512436
#02562,858.619091,2946.544837,1.443140686,252.207205,17,145.0994167,3899.396176,9.231458424
#02563,248.2097289,2906.600356,2.564173737,215.7473411,3,183.9010288,2288.42518,2.51771446
#02564,315.7095525,3800.21384,1.42283372,246.8918763,6,56.79142625,3726.32579,2.961674312
#02565,501.1763443,2740.038876,1.362792202,198.5308034,16,24.06791617,422.4076634,5.794895072
#02566,73.0080772,2048.094457,2.044684346,361.5205024,14,27.91515848,2619.907447,2.379411745
#02567,90.55283362,2916.53754,1.972882047,939.9063318,18,194.1445417,1401.204844,1.743055919
#02568,421.6896481,4622.008424,1.603337666,264.8989447,18,188.9793742,1679.944784,2.962233434
#02569,261.9577338,4627.204489,1.299803907,162.4447911,0,85.72950815,1046.726212,2.527167954
#02570,406.6312652,4755.929752,2.776770766,445.6376064,6,19.0784727,1999.322806,9.959533764
#02571,454.9319118,2579.834824,1.693837011,930.9307074,3,182.306566,2495.30646,8.541369358
#02572,976.2971233,4009.536586,2.145457993,776.9645403,11,37.7791,1184.241488,1.949652974
#02573,944.3155603,3476.613787,1.426459441,984.7802405,0,11.26723231,4264.204307,7.991130127
#02574,140.5904214,2789.505943,1.54766444,207.0839847,13,150.0784102,2289.416595,7.862927542
#02575,882.7033878,3931.093164,1.967696779,943.8924542,13,190.2002439,4499.992663,8.46105101
#02576,81.12645567,3830.063225,1.777494755,907.5239031,17,79.88935637,4643.293303,5.357765514
#02577,508.1278342,2434.516048,1.753939965,456.1946045,16,48.4761615,2220.8728,7.605939298
#02578,164.7459902,4282.914499,2.12453452,445.8740613,0,128.6904281,1650.664461,2.169769105
#02579,366.5262532,4731.923708,2.417372245,150.9129373,10,160.7090256,3310.178227,8.529551359
#02580,743.5968854,2926.96576,1.0511974,588.4136988,6,64.68333887,2174.553422,8.514758069
#02581,425.0809739,2297.513548,1.163888721,577.3658418,6,193.680412,1895.358812,3.564552723
#02582,807.1443363,3090.492648,1.738514374,739.0307231,11,21.98921886,4684.32452,7.377099665
#02583,719.0968953,4547.360391,1.501373426,302.3269788,2,174.4752505,375.4605289,2.983056099
#02584,942.8966068,3386.810198,2.782511917,296.7215517,3,87.9099142,4535.287657,7.523455282
#02585,534.6218646,4291.766369,2.778455099,836.0455946,13,192.3971432,424.8775559,7.414057687
#02586,802.345806,3756.111256,2.97780668,945.9527039,8,73.15409297,3196.066659,7.028727202
#02587,323.5841992,4927.280623,1.726047486,750.6713819,7,92.52932064,1190.658891,4.713231358
#02588,346.4000992,3671.270183,2.644043788,549.7999523,14,133.6987596,4044.381024,9.804971263
#02589,401.1099531,4348.069918,2.30715896,876.9666125,6,111.8428666,3182.717717,9.113535484
#02590,411.5048186,3154.116764,1.813288895,679.7099325,8,161.6503007,2270.562784,7.91158947
#02591,104.1499674,3347.284033,1.040129801,772.4741449,3,84.47534,4387.911923,9.883813059
#02592,519.5798404,2810.838834,1.654401403,557.4576321,10,60.31423773,3940.934501,9.241778778
#02593,97.70641605,2760.968593,1.830101917,444.255462,1,152.1355941,1625.202372,6.550543149
#02594,889.8723737,3659.085778,1.125772491,758.4323819,4,193.409548,602.7913581,2.368265986
#02595,62.78293844,4013.621136,1.228278597,608.6910793,1,106.858926,655.5014788,2.687793978
#02596,450.2447359,2107.332866,1.305783985,727.3214631,2,111.4981199,2087.826489,8.657413359
#02597,285.4093723,2117.422175,1.003142932,938.4949151,2,78.2148016,3114.188224,5.82777454
#02598,155.7145462,2083.52984,1.722009754,812.7420719,0,85.49430711,1567.475493,2.291127989
#02599,784.0528542,3599.600952,2.104866965,449.5424833,1,172.246212,4483.993313,6.260803216
#02600,715.2174665,3749.671269,2.23134316,322.9440501,14,111.1330472,2770.611838,7.05319435
#02601,146.8019423,3647.360314,1.556517217,382.498421,0,79.21975208,1423.397444,7.370669437
#02602,633.1328755,3452.016811,2.622632433,294.3782235,17,195.4550105,4842.988279,5.351404716
#02603,792.7626122,3681.536109,2.548755289,837.0259457,11,177.8101885,3098.198853,2.662527306
#02604,773.5588881,2903.008092,2.38759148,934.5022967,17,105.9654248,1145.869727,4.681436018
#02605,93.18731807,4743.153773,2.319939774,878.942894,5,24.02553043,499.4362035,2.972492523
#02606,685.8272063,4552.812712,1.582503514,358.0187261,11,188.4296095,4633.477656,1.279005847
#02607,716.307897,3502.334193,1.246737563,854.1267816,16,148.4340921,3833.276346,5.831733968
#02608,862.3041008,3834.679313,1.321337782,259.2688024,4,173.8176372,2502.857425,2.286620025
#02609,508.5362945,3829.291088,1.107785187,998.0624625,19,137.271025,2980.265188,3.548790424
#02610,461.6329063,2722.526877,1.594093944,832.8313038,5,88.05970005,525.3318312,1.908099681
#02611,965.1512086,2478.267178,1.070183064,245.6724133,17,118.5661592,834.9696549,4.359800403
#02612,796.7157435,4669.836856,2.062553489,400.0618549,8,57.89617665,1897.158633,3.824517042
#02613,559.1722598,3174.185884,1.902122619,242.5922026,15,168.6814781,1897.457965,5.07263153
#02614,331.2864542,4726.261207,1.193414797,500.6342314,11,176.6674772,3481.07574,1.094886277
#02615,845.392758,4080.287255,1.135848722,787.46681,0,165.4405921,3097.415775,8.324760546
#02616,455.9809531,4194.892642,2.606647198,577.3481402,16,169.7363234,4318.601057,7.880526732
#02617,93.59250697,2548.028229,1.707959381,750.7114884,11,47.26645975,1487.163963,8.587654983
#02618,455.4493684,4663.155589,2.777131279,728.8182796,13,175.2284123,2507.813619,3.93203919
